101,เกาะลันตา,101,กระบี่
102,เขาพนม,101,กระบี่
103,คลองท่อม,101,กระบี่
104,ปลายพระยา,101,กระบี่
105,เมืองกระบี่,101,กระบี่
106,ลำทับ,101,กระบี่
107,เหนือคลอง,101,กระบี่
108,อ่าวลึก,101,กระบี่
109,บ้านทะวาย,102,กรุงเทพมหานคร
110,เขตคลองเตย,102,กรุงเทพมหานคร
111,เขตคลองสาน,102,กรุงเทพมหานคร
112,เขตคลองสามวา,102,กรุงเทพมหานคร
113,เขตคันนายาว,102,กรุงเทพมหานคร
114,เขตจตุจักร,102,กรุงเทพมหานคร
115,เขตจอมทอง,102,กรุงเทพมหานคร
116,เขตดอนเมือง,102,กรุงเทพมหานคร
117,เขตดินแดง,102,กรุงเทพมหานคร
118,เขตดุสิต,102,กรุงเทพมหานคร
119,เขตตลิ่งชัน,102,กรุงเทพมหานคร
120,เขตทวีวัฒนา,102,กรุงเทพมหานคร
121,เขตทุ่งครุ,102,กรุงเทพมหานคร
122,เขตธนบุรี,102,กรุงเทพมหานคร
123,เขตบางกอกน้อย,102,กรุงเทพมหานคร
124,เขตบางกอกใหญ่,102,กรุงเทพมหานคร
125,เขตบางกะปิ,102,กรุงเทพมหานคร
126,เขตบางขุนเทียน,102,กรุงเทพมหานคร
127,เขตบางเขน,102,กรุงเทพมหานคร
128,เขตบางคอแหลม,102,กรุงเทพมหานคร
129,เขตบางแค,102,กรุงเทพมหานคร
130,เขตบางซื่อ,102,กรุงเทพมหานคร
131,เขตบางนา,102,กรุงเทพมหานคร
132,เขตบางบอน,102,กรุงเทพมหานคร
133,เขตบางพลัด,102,กรุงเทพมหานคร
134,เขตบางรัก,102,กรุงเทพมหานคร
135,เขตบึงกุ่ม,102,กรุงเทพมหานคร
136,เขตปทุมวัน,102,กรุงเทพมหานคร
137,เขตประเวศ,102,กรุงเทพมหานคร
138,เขตป้อมปราบศัตรูพ่าย,102,กรุงเทพมหานคร
139,เขตพญาไท,102,กรุงเทพมหานคร
140,เขตพระโขนง,102,กรุงเทพมหานคร
141,เขตพระนคร,102,กรุงเทพมหานคร
142,เขตภาษีเจริญ,102,กรุงเทพมหานคร
143,เขตมีนบุรี,102,กรุงเทพมหานคร
144,เขตยานนาวา,102,กรุงเทพมหานคร
145,เขตราชเทวี,102,กรุงเทพมหานคร
146,เขตราษฎร์บูรณะ,102,กรุงเทพมหานคร
147,เขตลาดกระบัง,102,กรุงเทพมหานคร
148,เขตลาดพร้าว,102,กรุงเทพมหานคร
149,เขตวังทองหลาง,102,กรุงเทพมหานคร
150,เขตวัฒนา,102,กรุงเทพมหานคร
151,เขตสวนหลวง,102,กรุงเทพมหานคร
152,เขตสะพานสูง,102,กรุงเทพมหานคร
153,เขตสัมพันธวงศ์,102,กรุงเทพมหานคร
154,เขตสาทร,102,กรุงเทพมหานคร
155,เขตสายไหม,102,กรุงเทพมหานคร
156,เขตหนองแขม,102,กรุงเทพมหานคร
157,เขตหนองจอก,102,กรุงเทพมหานคร
158,เขตหลักสี่,102,กรุงเทพมหานคร
159,เขตห้วยขวาง,102,กรุงเทพมหานคร
160,ด่านมะขามเตี้ย,103,กาญจนบุรี
161,ทองผาภูมิ,103,กาญจนบุรี
162,ท่าม่วง,103,กาญจนบุรี
163,ท่ามะกา,103,กาญจนบุรี
164,ไทรโยค,103,กาญจนบุรี
165,บ่อพลอย,103,กาญจนบุรี
166,บ้านทวน,103,กาญจนบุรี
167,พนมทวน,103,กาญจนบุรี
168,เมืองกาญจนบุรี,103,กาญจนบุรี
169,เลาขวัญ,103,กาญจนบุรี
170,ศรีสวัสดิ์,103,กาญจนบุรี
171,สังขละบุรี,103,กาญจนบุรี
172,หนองปรือ,103,กาญจนบุรี
173,ห้วยกระเจา,103,กาญจนบุรี
174,กมลาไสย,104,กาฬสินธุ์
175,กุฉินารายณ์,104,กาฬสินธุ์
176,เขาวง,104,กาฬสินธุ์
177,คำม่วง,104,กาฬสินธุ์
178,ฆ้องชัย,104,กาฬสินธุ์
179,ดอนจาน,104,กาฬสินธุ์
180,ท่าคันโท,104,กาฬสินธุ์
181,นาคู,104,กาฬสินธุ์
182,นามน,104,กาฬสินธุ์
183,เมืองกาฬสินธุ์,104,กาฬสินธุ์
184,ยางตลาด,104,กาฬสินธุ์
185,ร่องคำ,104,กาฬสินธุ์
186,สมเด็จ,104,กาฬสินธุ์
187,สหัสขันธ์,104,กาฬสินธุ์
188,สามชัย,104,กาฬสินธุ์
189,หนองกุงศรี,104,กาฬสินธุ์
190,ห้วยผึ้ง,104,กาฬสินธุ์
191,ห้วยเม็ก,104,กาฬสินธุ์
192,โกสัมพีนคร,105,กำแพงเพชร
193,ขาณุวรลักษบุรี,105,กำแพงเพชร
194,คลองขลุง,105,กำแพงเพชร
195,คลองลาน,105,กำแพงเพชร
196,ทรายทองวัฒนา,105,กำแพงเพชร
197,ไทรงาม,105,กำแพงเพชร
198,บึงสามัคคี,105,กำแพงเพชร
199,ปางศิลาทอง,105,กำแพงเพชร
200,พรานกระต่าย,105,กำแพงเพชร
201,เมืองกำแพงเพชร,105,กำแพงเพชร
202,ลานกระบือ,105,กำแพงเพชร
203,กระนวน,106,ขอนแก่น
204,เขาสวนกวาง,106,ขอนแก่น
205,โคกโพธิ์ไชย,106,ขอนแก่น
206,ชนบท,106,ขอนแก่น
207,ชุมแพ,106,ขอนแก่น
208,ซำสูง,106,ขอนแก่น
209,น้ำพอง,106,ขอนแก่น
210,โนนศิลา,106,ขอนแก่น
211,บ้านไผ่,106,ขอนแก่น
212,บ้านฝาง,106,ขอนแก่น
213,บ้านแฮด,106,ขอนแก่น
214,เปือยน้อย,106,ขอนแก่น
215,พระยืน,106,ขอนแก่น
216,พล,106,ขอนแก่น
217,ภูผาม่าน,106,ขอนแก่น
218,ภูเวียง,106,ขอนแก่น
219,มัญจาคีรี,106,ขอนแก่น
220,เมืองขอนแก่น,106,ขอนแก่น
221,เวียงเก่า,106,ขอนแก่น
222,แวงน้อย,106,ขอนแก่น
223,แวงใหญ่,106,ขอนแก่น
224,สีชมพู,106,ขอนแก่น
225,หนองนาคำ,106,ขอนแก่น
226,หนองเรือ,106,ขอนแก่น
227,หนองสองห้อง,106,ขอนแก่น
228,อุบลรัตน์,106,ขอนแก่น
229,กิ่งอำเภอกำพุธ,107,จันทบุรี
230,แก่งหางแมว,107,จันทบุรี
231,ขลุง,107,จันทบุรี
232,เขาคิชฌกูฏ,107,จันทบุรี
233,ท่าใหม่,107,จันทบุรี
234,นายายอาม,107,จันทบุรี
235,โป่งน้ำร้อน,107,จันทบุรี
236,มะขาม,107,จันทบุรี
237,เมืองจันทบุรี,107,จันทบุรี
238,สอยดาว,107,จันทบุรี
239,แหลมสิงห์,107,จันทบุรี
240,คลองเขื่อน,108,ฉะเชิงเทรา
241,ท่าตะเกียบ,108,ฉะเชิงเทรา
242,บางคล้า,108,ฉะเชิงเทรา
243,บางน้ำเปรี้ยว,108,ฉะเชิงเทรา
244,บางปะกง,108,ฉะเชิงเทรา
245,บ้านโพธิ์,108,ฉะเชิงเทรา
246,แปลงยาว,108,ฉะเชิงเทรา
247,พนมสารคาม,108,ฉะเชิงเทรา
248,เมืองฉะเชิงเทรา,108,ฉะเชิงเทรา
249,ราชสาส์น,108,ฉะเชิงเทรา
250,สนามชัยเขต,108,ฉะเชิงเทรา
251,เกาะจันทร์,109,ชลบุรี
252,เกาะสีชัง,109,ชลบุรี
253,บ่อทอง,109,ชลบุรี
254,บางละมุง,109,ชลบุรี
255,บ้านบึง,109,ชลบุรี
256,พนัสนิคม,109,ชลบุรี
257,พานทอง,109,ชลบุรี
258,เมืองชลบุรี,109,ชลบุรี
259,ศรีราชา,109,ชลบุรี
260,สัตหีบ,109,ชลบุรี
261,หนองใหญ่,109,ชลบุรี
262,เนินขาม,110,ชัยนาท
263,มโนรมย์,110,ชัยนาท
264,เมืองชัยนาท,110,ชัยนาท
265,วัดสิงห์,110,ชัยนาท
266,สรรคบุรี,110,ชัยนาท
267,สรรพยา,110,ชัยนาท
268,หนองมะโมง,110,ชัยนาท
269,หันคา,110,ชัยนาท
270,ท่าแซะ,111,ชุมพร
271,ทุ่งตะโก,111,ชุมพร
272,ปะทิว,111,ชุมพร
273,พะโต๊ะ,111,ชุมพร
274,เมืองชุมพร,111,ชุมพร
275,ละแม,111,ชุมพร
276,สวี,111,ชุมพร
277,หลังสวน,111,ชุมพร
278,ขุนตาล,112,เชียงราย
279,เชียงของ,112,เชียงราย
280,เชียงแสน,112,เชียงราย
281,ดอยหลวง,112,เชียงราย
282,เทิง,112,เชียงราย
283,ป่าแดด,112,เชียงราย
284,พญาเม็งราย,112,เชียงราย
285,พาน,112,เชียงราย
286,เมืองเชียงราย,112,เชียงราย
287,แม่จัน,112,เชียงราย
288,แม่ฟ้าหลวง,112,เชียงราย
289,แม่ลาว,112,เชียงราย
290,แม่สรวย,112,เชียงราย
291,แม่สาย,112,เชียงราย
292,เวียงแก่น,112,เชียงราย
293,เวียงชัย,112,เชียงราย
294,เวียงเชียงรุ้ง,112,เชียงราย
295,เวียงป่าเป้า,112,เชียงราย
296,จอมทอง,113,เชียงใหม่
297,เชียงดาว,113,เชียงใหม่
298,ไชยปราการ,113,เชียงใหม่
299,ดอยเต่า,113,เชียงใหม่
300,ดอยสะเก็ด,113,เชียงใหม่
301,ดอยหล่อ,113,เชียงใหม่
302,ฝาง,113,เชียงใหม่
303,พร้าว,113,เชียงใหม่
304,เมืองเชียงใหม่,113,เชียงใหม่
305,แม่แจ่ม,113,เชียงใหม่
306,แม่แตง,113,เชียงใหม่
307,แม่ริม,113,เชียงใหม่
308,แม่วาง,113,เชียงใหม่
309,แม่ออน,113,เชียงใหม่
310,แม่อาย,113,เชียงใหม่
311,เวียงแหง,113,เชียงใหม่
312,สะเมิง,113,เชียงใหม่
313,สันกำแพง,113,เชียงใหม่
314,สันทราย,113,เชียงใหม่
315,สันป่าตอง,113,เชียงใหม่
316,สารภี,113,เชียงใหม่
317,หางดง,113,เชียงใหม่
318,อมก๋อย,113,เชียงใหม่
319,ฮอด,113,เชียงใหม่
320,กันตัง,114,ตรัง
321,นาโยง,114,ตรัง
322,ปะเหลียน,114,ตรัง
323,เมืองตรัง,114,ตรัง
324,ย่านตาขาว,114,ตรัง
325,รัษฎา,114,ตรัง
326,วังวิเศษ,114,ตรัง
327,สิเกา,114,ตรัง
328,ห้วยยอด,114,ตรัง
329,หาดสำราญ,114,ตรัง
330,เกาะกูด,115,ตราด
331,เกาะช้าง,115,ตราด
332,เขาสมิง,115,ตราด
333,คลองใหญ่,115,ตราด
334,บ่อไร่,115,ตราด
335,เมืองตราด,115,ตราด
336,แหลมงอบ,115,ตราด
337,กิ่งอำเภอท่าปุย,116,ตาก
338,ท่าสองยาง,116,ตาก
339,บ้านตาก,116,ตาก
340,พบพระ,116,ตาก
341,เมืองตาก,116,ตาก
342,แม่ระมาด,116,ตาก
343,แม่สอด,116,ตาก
344,วังเจ้า,116,ตาก
345,สามเงา,116,ตาก
346,อุ้มผาง,116,ตาก
347,บ้านนา,117,นครนายก
348,ปากพลี,117,นครนายก
349,เมืองนครนายก,117,นครนายก
350,องครักษ์,117,นครนายก
351,กำแพงแสน,118,นครปฐม
352,ดอนตูม,118,นครปฐม
353,นครชัยศรี,118,นครปฐม
354,บางเลน,118,นครปฐม
355,พุทธมณฑล,118,นครปฐม
356,เมืองนครปฐม,118,นครปฐม
357,สามพราน,118,นครปฐม
358,ท่าอุเทน,119,นครพนม
359,ธาตุพนม,119,นครพนม
360,นาแก,119,นครพนม
361,นาทม,119,นครพนม
362,นาหว้า,119,นครพนม
363,บ้านแพง,119,นครพนม
364,ปลาปาก,119,นครพนม
365,โพนสวรรค์,119,นครพนม
366,เมืองนครพนม,119,นครพนม
367,เรณูนคร,119,นครพนม
368,วังยาง,119,นครพนม
369,ศรีสงคราม,119,นครพนม
370,แก้งสนามนาง,120,นครราชสีมา
371,ขามทะเลสอ,120,นครราชสีมา
372,ขามสะแกแสง,120,นครราชสีมา
373,คง,120,นครราชสีมา
374,ครบุรี,120,นครราชสีมา
375,จักราช,120,นครราชสีมา
376,เฉลิมพระเกียรติ,120,นครราชสีมา
377,ชุมพวง,120,นครราชสีมา
378,โชคชัย,120,นครราชสีมา
379,ด่านขุนทด,120,นครราชสีมา
380,เทพารักษ์,120,นครราชสีมา
381,โนนแดง,120,นครราชสีมา
382,โนนไทย,120,นครราชสีมา
383,โนนลาว,120,นครราชสีมา
384,โนนสูง,120,นครราชสีมา
385,บัวลาย,120,นครราชสีมา
386,บัวใหญ่,120,นครราชสีมา
387,บ้านเหลื่อม,120,นครราชสีมา
388,ประทาย,120,นครราชสีมา
389,ปักธงชัย,120,นครราชสีมา
390,ปากช่อง,120,นครราชสีมา
391,พระทองคำ,120,นครราชสีมา
392,พิมาย,120,นครราชสีมา
393,เมืองนครราชสีมา,120,นครราชสีมา
394,เมืองยาง,120,นครราชสีมา
395,ลำทะเมนชัย,120,นครราชสีมา
396,วังน้ำเขียว,120,นครราชสีมา
397,สีคิ้ว,120,นครราชสีมา
398,สีดา,120,นครราชสีมา
399,สูงเนิน,120,นครราชสีมา
400,เสิงสาง,120,นครราชสีมา
401,หนองบุญมาก,120,นครราชสีมา
402,ห้วยแถลง,120,นครราชสีมา
403,ขนอม,121,นครศรีธรรมราช
404,จุฬาภรณ์,121,นครศรีธรรมราช
405,ฉวาง,121,นครศรีธรรมราช
406,เฉลิมพระเกียรติ,121,นครศรีธรรมราช
407,ชะอวด,121,นครศรีธรรมราช
408,ช้างกลาง,121,นครศรีธรรมราช
409,เชียรใหญ่,121,นครศรีธรรมราช
410,เชียรใหญ่,121,นครศรีธรรมราช
411,ถ้ำพรรณรา,121,นครศรีธรรมราช
412,ท่าศาลา,121,นครศรีธรรมราช
413,ทุ่งสง,121,นครศรีธรรมราช
414,ทุ่งสง,121,นครศรีธรรมราช
415,ทุ่งใหญ่,121,นครศรีธรรมราช
416,นบพิตำ,121,นครศรีธรรมราช
417,นาบอน,121,นครศรีธรรมราช
418,บางขัน,121,นครศรีธรรมราช
419,ปากพนัง,121,นครศรีธรรมราช
420,พรหมคีรี,121,นครศรีธรรมราช
421,พระพรหม,121,นครศรีธรรมราช
422,พิปูน,121,นครศรีธรรมราช
423,เมืองนครศรีธรรมราช,121,นครศรีธรรมราช
424,ร่อนพิบูลย์,121,นครศรีธรรมราช
425,ร่อนพิบูลย์,121,นครศรีธรรมราช
426,ลานสกา,121,นครศรีธรรมราช
427,สิชล,121,นครศรีธรรมราช
428,หัวไทร,121,นครศรีธรรมราช
429,หัวไทร,121,นครศรีธรรมราช
430,กิ่งอำเภอชุมตาบง,122,นครสวรรค์
431,เก้าเลี้ยว,122,นครสวรรค์
432,โกรกพระ,122,นครสวรรค์
433,ชุมตาบง,122,นครสวรรค์
434,ชุมแสง,122,นครสวรรค์
435,ตากฟ้า,122,นครสวรรค์
436,ตาคลี,122,นครสวรรค์
437,ท่าตะโก,122,นครสวรรค์
438,บรรพตพิสัย,122,นครสวรรค์
439,พยุหะคีรี,122,นครสวรรค์
440,ไพศาลี,122,นครสวรรค์
441,เมืองนครสวรรค์,122,นครสวรรค์
442,แม่เปิน,122,นครสวรรค์
443,แม่วงก์,122,นครสวรรค์
444,แม่วงก์,122,นครสวรรค์
445,ลาดยาว,122,นครสวรรค์
446,หนองบัว,122,นครสวรรค์
447,ไทรน้อย,123,นนทบุรี
448,บางกรวย,123,นนทบุรี
449,บางบัวทอง,123,นนทบุรี
450,บางใหญ่,123,นนทบุรี
451,ปากเกร็ด,123,นนทบุรี
452,เมืองนนทบุรี,123,นนทบุรี
453,จะแนะ,124,นราธิวาส
454,เจาะไอร้อง,124,นราธิวาส
455,ตากใบ,124,นราธิวาส
456,บางนรา,124,นราธิวาส
457,บาเจาะ,124,นราธิวาส
458,เมืองนราธิวาส,124,นราธิวาส
459,ยี่งอ,124,นราธิวาส
460,ระแงะ,124,นราธิวาส
461,รือเสาะ,124,นราธิวาส
462,แว้ง,124,นราธิวาส
463,ศรีสาคร,124,นราธิวาส
464,สุคิริน,124,นราธิวาส
465,สุไหงโก-ลก,124,นราธิวาส
466,สุไหงปาดี,124,นราธิวาส
467,เฉลิมพระเกียรติ,125,น่าน
468,เชียงกลาง,125,น่าน
469,ท่าวังผา,125,น่าน
470,ทุ่งช้าง,125,น่าน
471,นาน้อย,125,น่าน
472,นาหมื่น,125,น่าน
473,บ่อเกลือ,125,น่าน
474,บ้านหลวง,125,น่าน
475,ปัว,125,น่าน
476,ภูเพียง,125,น่าน
477,เมืองน่าน,125,น่าน
478,แม่จริม,125,น่าน
479,เวียงสา,125,น่าน
480,สองแคว,125,น่าน
481,สันติสุข,125,น่าน
482,กระสัง,126,บุรีรัมย์
483,คูเมือง,126,บุรีรัมย์
484,แคนดง,126,บุรีรัมย์
485,เฉลิมพระเกียรติ,126,บุรีรัมย์
486,ชำนิ,126,บุรีรัมย์
487,นางรอง,126,บุรีรัมย์
488,นาโพธิ์,126,บุรีรัมย์
489,โนนดินแดง,126,บุรีรัมย์
490,โนนสุวรรณ,126,บุรีรัมย์
491,บ้านกรวด,126,บุรีรัมย์
492,บ้านด่าน,126,บุรีรัมย์
493,บ้านใหม่ไชยพจน์,126,บุรีรัมย์
494,ประโคนชัย,126,บุรีรัมย์
495,ปะคำ,126,บุรีรัมย์
496,พลับพลาชัย,126,บุรีรัมย์
497,พุทไธสง,126,บุรีรัมย์
498,เมืองบุรีรัมย์,126,บุรีรัมย์
499,ละหานทราย,126,บุรีรัมย์
500,ลำปลายมาศ,126,บุรีรัมย์
501,สตึก,126,บุรีรัมย์
502,หนองกี่,126,บุรีรัมย์
503,หนองหงส์,126,บุรีรัมย์
504,ห้วยราช,126,บุรีรัมย์
505,คลองหลวง,127,ปทุมธานี
506,ธัญบุรี,127,ปทุมธานี
507,เมืองปทุมธานี,127,ปทุมธานี
508,ลาดหลุมแก้ว,127,ปทุมธานี
509,ลำลูกกา,127,ปทุมธานี
510,สามโคก,127,ปทุมธานี
511,หนองเสือ,127,ปทุมธานี
512,กุยบุรี,128,ประจวบคีรีขันธ์
513,ทับสะแก,128,ประจวบคีรีขันธ์
514,บางสะพาน,128,ประจวบคีรีขันธ์
515,บางสะพานน้อย,128,ประจวบคีรีขันธ์
516,ปราณบุรี,128,ประจวบคีรีขันธ์
517,เมืองประจวบคีรีขันธ์,128,ประจวบคีรีขันธ์
518,สามร้อยยอด,128,ประจวบคีรีขันธ์
519,หัวหิน,128,ประจวบคีรีขันธ์
520,กบินทร์บุรี,129,ปราจีนบุรี
521,คลองหาด,129,ปราจีนบุรี
522,ตาพระยา,129,ปราจีนบุรี
523,นาดี,129,ปราจีนบุรี
524,บ้านสร้าง,129,ปราจีนบุรี
525,ประจันตคาม,129,ปราจีนบุรี
526,เมืองปราจีนบุรี,129,ปราจีนบุรี
527,วังน้ำเย็น,129,ปราจีนบุรี
528,วัฒนานคร,129,ปราจีนบุรี
529,ศรีมหาโพธิ,129,ปราจีนบุรี
530,ศรีมโหสถ,129,ปราจีนบุรี
531,สระแก้ว,129,ปราจีนบุรี
532,อรัญประเทศ,129,ปราจีนบุรี
533,กะพ้อ,130,ปัตตานี
534,โคกโพธิ์,130,ปัตตานี
535,ทุ่งยางแดง,130,ปัตตานี
536,ปะนาเระ,130,ปัตตานี
537,มายอ,130,ปัตตานี
538,เมืองปัตตานี,130,ปัตตานี
539,แม่ลาน,130,ปัตตานี
540,ไม้แก่น,130,ปัตตานี
541,ยะรัง,130,ปัตตานี
542,ยะหริ่ง,130,ปัตตานี
543,สายบุรี,130,ปัตตานี
544,หนองจิก,130,ปัตตานี
545,ท่าเรือ,131,พระนครศรีอยุธยา
546,นครหลวง,131,พระนครศรีอยุธยา
547,บางซ้าย,131,พระนครศรีอยุธยา
548,บางไทร,131,พระนครศรีอยุธยา
549,บางบาล,131,พระนครศรีอยุธยา
550,บางปะหัน,131,พระนครศรีอยุธยา
551,บางปะอิน,131,พระนครศรีอยุธยา
552,บ้านแพรก,131,พระนครศรีอยุธยา
553,ผักไห่,131,พระนครศรีอยุธยา
554,พระนครศรีอยุธยา,131,พระนครศรีอยุธยา
555,ภาชี,131,พระนครศรีอยุธยา
556,มหาราช,131,พระนครศรีอยุธยา
557,ลาดบัวหลวง,131,พระนครศรีอยุธยา
558,วังน้อย,131,พระนครศรีอยุธยา
559,เสนา,131,พระนครศรีอยุธยา
560,อุทัย,131,พระนครศรีอยุธยา
561,จุน,132,พะเยา
562,เชียงคำ,132,พะเยา
563,เชียงม่วน,132,พะเยา
564,ดอกคำใต้,132,พะเยา
565,ปง,132,พะเยา
566,ภูกามยาว,132,พะเยา
567,ภูซาง,132,พะเยา
568,เมืองพะเยา,132,พะเยา
569,แม่ใจ,132,พะเยา
570,กะปง,133,พังงา
571,เกาะยาว,133,พังงา
572,คุระบุรี,133,พังงา
573,ตะกั่วทุ่ง,133,พังงา
574,ตะกั่วป่า,133,พังงา
575,ทับปุด,133,พังงา
576,ท้ายเหมือง,133,พังงา
577,เมืองพังงา,133,พังงา
578,กงหรา,134,พัทลุง
